01,文学院
02,法学院
03,外国语学院
04,历史文化与旅游学院
05,教育科学学院
06,数学与软件科学学院
07,物理与电子工程学院
08,化学与材料科学学院
09,生命科学学院
10,地理与资源科学学院
11,计算机科学学院
12,经济与管理学院
14,体育学院
15,马克思主义学院
17,教师教育与心理学院
18,工学院
19,商学院
25,基础教学学院
27,美术学院
28,音乐学院
29,舞蹈学院
42,影视与传媒学院
53,服装与设计艺术学院
33,国际教育学院
37,应用技术学院
39,职业技术学院
22,军事教研室
23,图书馆
24,语委办
36,学生工作部
91,继续教育学院
96,保卫处
41,校医院
98,招生就业处
20,美育学校
30,新闻与传播学院
32,数字媒体学院
35,电影电视学院
43,大学科技园
55,广元师范学校办学点
62,凉山民族师范学校办学点
94,研究生学院
